ISBN,상품명,저자,출판사,분야,권수,누적권수
9788936437374,지극히 내성적인 :최정화 소설집 ,지은이: 최정화,창비,한국문학,2,417
9788927804727,서울 시,지은이: 하상욱,중앙북스,한국문학,2,419
9788954646130,기사단장 죽이기 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 홍은주,문학동네,일본문학 및 기타 아시아 제문학,2,421
9788954611800,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,일본문학 및 기타 아시아 제문학,2,423
9788925554990,스토너 :존 윌리엄스 장편소설 ,지은이: 존 윌리엄스 ;옮긴이: 김승욱,RHK(알에이치코리아),영미문학,2,425
9788937488931,침묵의 거리에서 :오쿠다 히데오 장편소설,지은이: 오쿠다 히데오 ;옮긴이: 최고은,민음사,일본문학 및 기타 아시아 제문학,2,427
9788956607108,다이버전트 :베로니카 로스 장편소설 ,베로니카 로스 [지음] ;이수현 옮김,은행나무,영미문학,2,429
9788986836080,왜 나는 너를 사랑하는가,알랭 드 보통 저;정영목 역,청미래,영미문학,2,431
9788937460586,싯다르타,헤르만 헤세 지음;박병덕 옮김,민음사,독일문학,2,433
9788937462672,페스트 ,지은이: 알베르 카뮈 ;옮긴이: 김화영,민음사,프랑스 문학,2,435
9788954652865,알려지지 않은 예술가의 눈물과 자이툰 파스타 :박상영 소설 ,지은이: 박상영,문학동네,한국문학,2,437
9788954653817,"걷는 사람, 하정우 ",글·사진: 하정우,문학동네,한국문학,2,439
